Power_Plant_ID,Plant_Location,Operating_Capacity_MW,Fuel_Type,Emission_Level_CO2_tonnes,Operational_Years,Maintenance_Cost_MUSD,Temperature_C,Humidity_percent,Wind_Speed_kmh,Soil_Moisture_percent,Dam_Height_m,Reservoir_Capacity_MCM,Sedimentation_Rate_mpy,Efficiency_percent
a18ffaac-82c3-4f00-a474-5a3ac20c61a2,Lake Jennifer,283.84184926734866,Gas,9378.589705570565,58,2.906881443462562,39.637157259004276,27.63351724521746,17.311042350743744,38.183396025496464,246.2146744098498,366.27969192930067,0.830890658479854,60.468397071899545
1451387d-84da-4b08-8896-0ad225088917,Clarkview,951.7268401277898,Renewable,35256.18152618022,53,14.725790209451505,24.570735699064773,40.149352440459936,65.49369343871913,16.740726357775202,280.0539728918512,1688.3693503197603,0.226216846679551,61.52384205473226
9505e56b-a48b-4189-a353-4aa225f066c4,Moodyville,952.1923114795698,Nuclear,36119.90608953262,6,15.316060863652783,24.584266797484453,81.11961456584812,26.497919929803636,13.988431802203598,212.22306636373597,1804.7307247675826,0.299600234670639,60.410867692727926
27ef8b0c-8ea0-4fae-ba41-8afa0576bc4e,Jacksonstad,640.2389044298893,Renewable,,5,16.096564026612846,44.03554361512854,22.858442763794613,1.66024441287842,8.51794349372349,280.8669979674845,3757.345485475541,0.161570824631963,66.33143995695964
b8e028c7-4692-486d-8668-ce301397a8f2,Lake Amber,126.20118798940138,Coal,29208.22799292029,30,16.932634308713908,35.40837621231722,62.94040737237584,27.462458099960095,37.51751958271189,250.12475202347807,146.42304353824298,0.331919837670845,82.38865519304821
8af2e378-4ef4-45f2-8a60-ee5b8c21f7e9,Stewartfort,173.7364565505914,Gas,44336.47743034062,33,6.293712770264876,16.78094259431927,62.7304476925754,2.897084353374468,22.68997183870946,63.52967664704447,2822.1899762794083,0.902217873506346,65.08831164497724
fd8e3353-3108-4c45-bd63-a1235dfb9eed,Allisonchester,554.5050122251414,Gas,,50,17.149231613778458,30.142622524881112,62.88668547851009,91.73161673567598,38.16234214722892,54.09674295142098,2474.8400185077667,0.977717885021271,93.68490066812585
5cc96a48-e1e2-4c1c-8ad8-52f29508f708,Zimmermanmouth,483.2569221802319,Nuclear,,2,19.018665551804343,39.35638569139377,65.00026892417849,29.007051158232077,39.01509320064881,206.92088871675807,1463.9540527825377,0.959794871729159,63.88134070327528
ecf48b52-62a7-4967-91b1-a7b2f338cdb1,Angelicaside,204.37854608452912,Coal,9614.19073147194,24,4.677115727594086,20.783066485515747,77.3914394001143,47.29803662546354,21.47277936628587,67.2577938095476,1924.223624847244,0.460739195957531,77.3257430866338
d0592350-d9e6-4cac-be4c-1293a52dabd6,South Natalietown,348.84536880241717,Gas,38445.40163294237,1,5.172466560669383,28.11060290478,53.85416731863169,68.66035853843752,35.464052300721626,89.17434164705712,2280.434174427488,0.108385226778682,67.28759131133438
0ac532e4-d486-42b2-9db2-29e86aad58e0,Dillonport,556.0779545803113,Renewable,3003.469536527279,20,15.635041266398607,25.586709250005427,40.46801728322958,8.597759609156109,23.393837209666724,219.06090841102545,1893.5515325270521,0.198026437937932,85.94777142706229
efc85bb3-d2c4-4f7f-bd52-8b0bd2bf8f6e,New Cameronhaven,,Coal,3834.556117698009,47,12.17748418384718,20.961283015404344,89.56019232380648,26.71737546440468,13.615624438186499,71.39708358708975,2832.4385199994035,0.214147118429663,92.74486647104575
44fd0183-9e8c-4357-9478-87122603f392,Jameston,819.1846664348639,Coal,45196.563854700646,27,12.69808733089528,40.214675129633,83.19304737695107,26.538361261372422,5.546278866921938,92.93193830091283,3260.9862423312234,0.544783231898065,83.20602673309855
75e61ec0-881b-4990-a1ef-c256df2d62c3,South Edward,694.1846221597957,Gas,24869.487706247026,42,1.577087254295197,15.69851534914214,41.2136045842082,23.75150726248475,35.83731027582792,207.0662874209015,4894.566401167516,0.95144366265733,69.59755464995892
2ad0f308-55f5-4567-ac06-7bdcb4a646ad,Quinnside,871.5198917872083,Gas,,46,18.086694002575943,23.635162102202194,81.37846664869244,59.60081909861604,35.47857280263938,194.1819813337052,209.4219192854329,0.634241073613501,79.56339726192518
b05e58fa-33b9-44eb-b51f-b9868a9737fd,South Kevinfort,86.4192266095112,Coal,4207.336881709019,33,2.565878706410602,31.18980188068453,63.02847000049434,55.81864915248824,8.527934264140502,60.210083322030314,3475.8649462418116,0.715751347116334,87.77939021900428
cc925d59-996f-4f6f-95bc-193a10395919,East Jennifer,108.20726597194206,Gas,30103.06127308455,9,11.189421177468903,41.64310296964281,75.66989409116051,3.513959278718481,29.519324169898663,278.79335163853625,3180.9427717222566,0.958143427764583,72.86595434669063
6db85e67-7f0b-4555-b8fc-f01e88a03a54,Estradaton,792.4458683552672,Renewable,32525.608895804613,43,8.834644632827477,44.04346804515238,51.223230652828,79.41102775654163,37.007325041406474,290.39183160054193,3307.421246228347,0.613651160296514,94.08361101149194
c2764600-a155-4e63-88a2-e1c8624e6156,New Mathewfort,,Nuclear,25624.523207280767,44,13.519731728305464,40.44040796562987,71.43767979183562,21.704510812929,34.25170326703834,200.49304743463105,3071.9917323533246,0.918510866884948,79.2441287911015
dc8e4a86-a37e-498f-abda-fdb17ae0385e,Jamesborough,953.4790609436973,Coal,34547.47258407877,38,5.806783882218253,18.424502217235926,67.20303120330493,97.42171425113015,8.933189623985577,243.82346333783445,4177.683602799589,0.342058491735389,71.43312509836106
d26f4c3b-203b-49e0-a2bf-45ad0b79cddf,Lake Brandon,768.5096448051958,Gas,46038.5617931383,39,19.127732588213583,42.10317454180327,60.13980782283503,82.2309088922133,24.54219717271117,240.52006899257006,3871.3949570990508,0.689436657934747,77.47964940767955
b7bfeae7-3c09-4176-92c4-ddb9c88cfa25,Nataliebury,215.09954761138556,Coal,41045.6771531663,49,11.77189810015786,25.202805427084428,78.18241875892932,54.721469888563604,26.813535056145792,223.3254840865917,885.942013808581,0.996872267658106,82.56091937257631
74572283-3b26-47c8-8a82-47b1675bbb0f,New Michelle,431.54863785290746,Renewable,29763.819803466435,60,19.690165060908733,26.465544925195537,62.43371920890599,11.832100391663602,25.713502119966403,113.0160244002879,2516.960457396168,0.861477747624839,79.90838667023777
dc15bb46-5aee-4a4d-8d32-a4b46c2aebf2,Evansmouth,646.3387599523993,Gas,,41,14.627665468541554,28.48724057837945,23.53659412480496,50.738138149923294,13.660384116735447,119.54454323429326,2355.890313785299,0.692497132618304,88.03513060251802
ecf8a8ef-f8e5-4b8e-8084-999413c451e0,Patelstad,,Nuclear,49957.18418417845,36,4.579222954485765,39.81020933597047,82.34815724918025,24.057407150215315,5.013835880586631,48.546088067293056,1005.4296905124216,0.273653931359567,81.07391831916826
2cde962c-8302-4b45-bef1-adef70f10b6a,Port Allisonland,976.9826205130202,Coal,20395.75533792551,37,2.228128815078656,16.826121758338125,38.75502548706032,99.0699860248911,38.84890900517534,253.8201132039233,2189.940415765901,0.100753236501465,73.44385595800209
24399dfd-b45f-4ef1-817a-15016a86289c,South Michelle,72.6324043696753,Coal,28913.37659542817,30,11.817824670215362,38.40397850283493,59.26976917456604,6.665810350359758,34.206908340763306,140.06527679834016,2870.3306685222797,0.236231751651145,64.54680069389897
f516a8cd-dba0-462b-aab7-cc0198dbd2f7,Lake Lisaborough,150.16729025706914,Gas,17917.57896114401,22,13.972693919198807,36.59214505444888,46.876329571453624,69.46934806319194,29.705575776366828,153.12284112889728,2965.5402130176785,0.85061749573164,77.81695953088075
94fe81c2-bb7c-4bbb-8472-67fad3490b93,Cookburgh,,Coal,298898.76350764575,35,12.618191232553286,44.97678601186206,82.38767945858686,91.42899248560947,5.685841839032133,118.61847966202163,4385.000409994811,0.656246191742392,68.92151863214357
6f23d911-b228-4c72-8c63-6bf293c4faf6,South Stephanie,512.3697506473047,Gas,44664.93797332601,57,4.475989115272387,20.127845295798345,39.807870401369,98.68335403939777,26.454771563585723,135.33560115626824,595.7226191558346,0.716907782888043,70.4965728263506
bfb40769-0cf3-4cd5-9e66-528431559394,Oliviastad,463.0490166838485,Gas,40266.14823908886,32,9.007207892761278,38.70022830775474,51.29085936859119,23.050422032123596,31.92430716808613,52.62327834723002,292.48165750193306,0.602080930496667,
909d3440-1151-467b-a3b6-ad836cd7addb,South Cindyfort,533.8035639507974,Gas,1883.9878375868439,11,17.181956545440276,26.051009914214728,63.070729245942545,55.10261042598972,11.775873638450879,43.96793708679347,3262.657073314225,0.431151356659316,86.28885149465026
8aa15379-36ab-4742-af14-dca8a4f8b9b8,South Erika,163.12504925699002,Renewable,42596.8106811684,27,2.495071311267334,36.77303304864408,75.64327913792637,75.63469877635536,17.273500140996177,140.9298063387321,131.56395101388358,0.472994738236061,84.78237477328597
10f84679-fbbd-4795-bcff-aff775e589bd,Phillipstown,98.6160553667875,Gas,2395.4542862790504,10,5.499611113190747,20.968203670113255,21.278914816782173,85.75656692953869,7.981944126293737,263.67768193248855,1212.0312827060861,0.602740021266605,85.2393628088215
03710e40-bfcb-4e66-866a-4644be01141c,Crawfordport,468.7631588189049,Gas,13931.608942871124,11,5.789573000411369,28.794542637768412,34.25406656658705,48.6674450079275,7.23676814043283,150.331869515833,118.36993582573689,0.798626582066916,86.54112755504944
0d59adfd-47d4-44d5-9a16-8c8e3832fab8,Davisstad,711.1972520241443,Gas,42710.62942552951,13,19.74140591488833,25.200640336936857,78.89837337972803,93.19586294961267,38.92324741984145,192.34261880199787,1074.1388518254962,0.634102139357795,68.89372784704786
9c0e6d06-e2ca-459d-a3e2-af357f93f0dc,Castroland,341.11735054822566,Renewable,39618.02892929946,1,17.86036927049259,29.32460255054955,76.70859819184295,54.64572280946792,34.157070919010025,225.88568628029947,2678.2744653103496,0.821072130280898,72.45810116132613
d1020bee-4575-44a0-a3db-c7765756f363,New Kristin,948.2874730600686,Gas,49433.783327063284,31,17.20186764481133,38.95295205185681,80.20567467223017,9.919402551898425,35.881364738838215,210.49860421208874,330.0293588740559,0.692472279122591,71.53586029495442
78dcb29d-5e3f-46da-83fa-5d55f9b3472e,Port Miranda,78.07670418949247,Gas,22411.73732711081,57,1.578999944215989,18.0635530605775,59.72093509666586,27.675335108523047,8.789949728240316,142.69369284406955,86.7265844162718,0.478067664514966,63.241204657705104
90611afb-965a-4f00-9e71-d8630d5751d3,Lake Karen,506.85706194603006,Nuclear,17028.242923072532,57,8.795745608958184,22.10290353667468,63.323060288744585,47.33310628180087,6.174618065815323,202.9682461344217,4540.033143447118,0.888362639609638,79.88263906743985
75258bee-9ada-46ac-a947-0b359a51dcb6,North Tyler,282.71410524293674,Coal,16328.715969959794,29,5.50632820208792,40.662591670050276,48.768589596061375,60.200749305023514,6.22494087121558,109.206303105605,71.25638518257531,0.482803400218781,61.51190226104554
5d790c37-b900-4d1c-b472-9d35a23bdd76,Ericastad,776.4212942927525,Nuclear,,12,5.904638362018154,40.23294057409724,54.62944050099115,62.67354464469423,5.653021422043143,50.136109317574835,767.4521856665639,0.97133886662773,62.62930685057954
785dae33-1332-4a40-9b8b-ed11be8515f2,Port Jessica,762.2969279685838,Nuclear,24824.1602929354,23,11.917669483468917,23.25704154462986,81.68345775332673,33.006944998025524,15.644788562178531,254.69257475792597,1647.0395318060705,0.785033741176048,91.08899057147588
13eb6fd3-052a-4b43-8a83-44c6be5d0c60,Blanchardtown,174.99447339624402,Gas,38279.166771717086,35,7.404844118130232,28.94436014849183,28.19108890569893,87.96826095027389,33.988524260156,206.35773469591206,2554.7859481621967,0.703047943040183,83.03310688401142
a0eab790-e1d2-41d1-bce5-99e6153ee84a,East Jamesmouth,357.42852752229857,Coal,11291.576988093419,4,8.640943618257337,42.81346891546745,22.301702750916835,12.065321452744282,28.76661815593345,42.94312316544405,3584.3917097791227,0.671779605775157,76.84189577200212
6f708d0d-5278-44fc-9671-f1680f56d413,Lake Rhonda,660.6550149436977,Gas,,1,1.144694250312922,18.344526092153473,58.082248464647726,79.83659688416441,33.64187808898226,282.0914934573302,3721.168586858316,0.694346658779031,68.10781476127627
26874ecc-171e-40bd-a003-d3eb9e98e430,West Clinton,,Nuclear,47278.39319536312,18,3.506490316453748,44.97672196121128,72.66917120327275,61.571992387292305,25.842914067345443,151.55585038616334,3203.8526025810775,0.353565336110883,86.20032480303723
31ec4b3a-17e6-4cd0-841d-26476d48102e,Cunninghammouth,656.4760565646784,Nuclear,46647.899021545236,3,9.732985486542141,22.31646555930549,70.3059836427,53.42724680953415,30.3487381834483,182.50915238920845,4735.433635963067,0.47224285986091,74.51534555310616
7219a926-26a4-47e6-8301-1ac8cbbb8d73,Ibarrachester,137.812893219609,Coal,21310.959696148937,6,1.549756362915099,34.3537440474024,38.97043358989478,35.40262318593593,15.30409723835129,35.84845854201843,4326.810180829709,0.97781155200757,79.40623884164687
12d27e85-09f0-49b4-8a8b-d00af0b45370,Port Rachelborough,981.3270470269667,Gas,36354.09142100582,4,0.923429203620342,19.241952409327414,81.16047930495898,49.92338747146255,35.20101849670199,40.75771635300514,2428.004713063645,0.365599839503308,93.63507706888227
43d94321-e592-46b6-9cfc-2fedaba97525,Bellshire,142.49956171829757,Nuclear,16807.995251971894,7,10.704820584417082,36.863735241713485,24.962116799524026,19.885143754418355,30.143199257588915,257.2451219835377,1108.479197490561,0.249031568459297,70.84063073831625
26a7283b-7f8d-4181-b301-ae24ecc52355,North Jessica,730.6451073791676,Renewable,39899.70708124658,27,3.852735909246057,38.10603409238105,29.270137335870217,55.794308878261425,31.1653251846105,128.19456172473014,1557.6608764774608,0.480430837583635,60.440656119963485
b11a457c-9e2a-4abb-85b8-663f16914d07,Lake Jimmouth,178.47952514762662,Renewable,40955.60985007308,40,3.333198463144472,27.63668900234945,53.78273133441217,94.97405876107415,22.841369358640765,165.60676099738973,2485.3337249649217,0.776483433485433,76.36695337225619
0ecb5f64-85ae-496c-9f45-0ddc18421f0a,Berryberg,465.3999634957991,Nuclear,29072.71772886408,18,5.1678118888847,18.2701134868527,76.86811884860413,17.51945390911318,33.00133213684203,146.23643087879367,400.94016010511604,0.279617989290726,
3f2f1325-2d3b-4048-9eb6-7138df02a2ce,East Ryan,,Renewable,47864.62256370084,6,7.827027699950525,27.377079372859882,74.39935635614233,57.441664538190764,26.188178614395433,160.08067043963942,1166.6001118719234,0.965441503198594,
e3eb9878-808a-431e-9c16-1db2a6a490d2,Aguirreland,,Renewable,22619.43284442527,42,15.690771254006084,18.381754482516065,37.411533743290605,73.55463275784965,22.70873173472232,220.29024095489493,2920.0785298693604,0.893631398642789,67.39833580671441
952eb1c2-1f0f-4f26-ae9a-cf8a0aeed4b3,Jamieshire,581.750377767196,Renewable,14925.29325182671,13,2.181202255806395,19.528731337977604,37.944041814325054,69.30646820594664,27.106707883199856,135.46570329717866,2668.054167865347,0.397566831109545,88.44791759269263
ab5113f8-128f-42c6-bd66-c893b471ea73,Port Stevenburgh,213.14771774387623,Coal,47138.96379893028,41,19.572389510601834,27.358794290897283,32.26165503688378,21.79732859279253,13.131922601563677,211.42038435646597,2968.324277126484,0.186592151800943,74.44833936794083
07af190b-3cdd-4296-8313-00802304a346,Markport,737.0249495950575,Renewable,1142.3440573754099,48,2.250798132498306,25.166373510672507,75.47469780343359,74.83976515598356,35.007299266211916,198.35205482511464,227.47011057449382,0.386869275176268,92.81583455427409
3c0c33d9-83c4-43a2-a655-f66431e3dcc8,Donnahaven,257.13490887080354,Nuclear,18303.574762967546,18,16.921370173759644,32.392543253070215,70.41802956710458,24.367180685890354,19.677103437617554,128.98248842985572,549.1037078614754,0.654161907974902,77.51311609508447
4cb8cd34-8f4e-4ab3-a7a1-c57be89284e8,Smithshire,891.7915473284255,Gas,15730.62952666604,44,18.430199695642305,19.174946668077723,39.694162963739345,10.029995300506734,35.13284337081464,152.25272904354995,2557.5150825148885,0.725762665628297,74.01109163966348
48e0204b-9a1b-4976-9661-0bad62ad148b,Port Cindy,251.34716044061915,Nuclear,8820.085640191097,3,4.223614563332855,32.79191108859008,37.97190125488889,64.69200391842739,6.56577262352135,289.9317704655857,351.6563283822838,0.593542096579265,74.68268197509914
b7adfa8d-4a40-478c-a73c-82cee8e68b81,Maryberg,745.4628756270178,Renewable,37635.53044485843,17,11.994613514678274,21.21518660255328,59.656781308713335,69.57043161034548,23.4057546818587,144.40375263230652,415.48491373371087,0.131506364419606,66.37229943494803
25f7e945-a559-419e-9354-71dd922558a2,Charlesshire,859.4711513340328,Gas,32169.049148957347,34,14.997697507086158,44.781852695608734,80.01539869975917,85.60401006620084,12.670705002843812,216.18479687643446,2606.6817516354504,0.351518347846439,74.24819150569623
89b4fb7a-4a52-4407-8a24-c607c823bf43,Jessicaberg,430.39074926996204,Nuclear,1679.2908531900257,35,5.02550689104876,17.08990485739781,52.485570674594584,36.626847525050636,26.98042074682466,280.4890216479248,3427.671807786944,0.874868378139886,71.56028010443359
3a29018b-2358-4bed-8ce8-93a8842ec0a2,New Stephenberg,455.0246653283279,Gas,48349.80164489815,4,2.591127183136891,20.910971855335347,70.928833765376,94.28697675923996,15.545223262054442,156.57205669606503,1100.2537250352475,0.885611104770847,75.01429089997654
e342c343-18d0-435d-b69e-96fe56f9c252,Lake Julieshire,322.78904904205933,Coal,1238.4870574866457,39,0.541864918707914,34.88965942152946,84.42376394348605,6.721454225372248,23.22542630574651,284.373106380589,3870.41886140348,0.62134231107182,81.2975318479023
40a44b40-1d7f-4a21-badc-78c813d8e2a3,Shannonfort,211.57391603370766,Nuclear,49317.947082192935,55,12.683127403961896,20.189836454607224,34.62021509482067,62.24360356102371,32.18783397811264,103.44678466043347,3750.1386316040453,0.331190266604969,68.75428611503153
a5752519-352e-44d8-b1aa-24b17a2a88e9,Jessicaville,,Coal,48170.386316394935,60,18.350433456690293,24.397962270990774,34.76668165024232,10.426264961829123,39.471113257231025,179.47572633583587,4675.279750659714,0.489291614118244,69.35303973474814
5ab73905-ae80-462d-8c95-d6e2511ba691,Lake Brenda,377.4737691138677,Renewable,5263.808423796064,28,2.92873087874856,20.931581810323138,25.1043618104121,17.969320437190618,36.41447563459964,238.0231891070319,1402.0574832530042,0.133885826122522,94.37889462431667
14cd051f-250e-46a4-927c-c725155e800f,Wallaceburgh,59.99170173215791,Gas,10640.10363873783,7,9.825591384199125,16.9018244007428,44.65776499091737,74.49719934780732,16.08606757055498,260.84254690281557,4580.200300868401,0.678638611870452,91.97646658183258
70da8dfe-c58e-44fb-a7ca-c8fe627abe49,Emilymouth,679.6428686579181,Nuclear,43064.803259509055,28,12.987006363299276,23.55969820038298,82.65420620259053,26.03407803580744,25.84687114338997,288.91384928556965,1854.5690020842283,0.118960915118401,79.29435735423235
493081ab-ff2c-4674-b449-666c57779057,South Pamelaberg,261.02088156486457,Nuclear,6453.863700523544,29,11.432005459367751,15.267936880006994,82.31345287097614,5.046106954239571,10.615434106491117,100.97287445080197,4159.603175482159,0.296095064214753,80.65922633034012
d3bad45e-f331-4fcc-abdc-ab4dc3758059,Omarville,213.7475589410322,Gas,11341.944595955463,54,6.73075208588569,33.179288374885985,37.07039422369108,26.437022705938062,27.58435941275825,47.73081098243481,2044.004632030845,0.266465960739342,68.80795869012016
89dc747f-ded8-4605-88a5-973864bb5c2c,Williamschester,,Renewable,4944.811126665883,36,1.723506050354951,16.931723126497992,28.94469674504596,93.30834007259183,29.449229863704886,222.0431419670123,4372.9452596673445,0.692273680332184,67.92742427793003
a3658ee4-024a-448b-b328-44dab051205c,Timothyport,680.1178455748563,Coal,34928.686260832255,44,7.97261945615754,15.348835817238905,37.83967887115899,98.3775625946435,10.81139512795867,256.17895587966365,3407.869439692403,0.69528550511527,90.55009628356736
7d3f965c-2ddc-43ea-a525-7bae420c75bd,New Monicaburgh,316.45587302311145,Nuclear,,18,3.101673229823361,32.31088731736571,56.44635298057095,34.81644461353602,13.907335639339136,209.56417596519108,2380.646311879546,0.232195086176087,72.61856027605225
e0d8d754-162c-4689-b747-76526775d162,New Kevinport,606.6741150460604,Gas,,49,4.615593370168744,18.84154579271945,59.43097202261398,81.25053970856601,37.83913434616474,271.61110341852293,375.4432329078807,0.765329027964273,79.3274371832734
075147e5-94bf-4c2f-b4f9-af15fe4a8b27,Lake Laurachester,233.21655625678986,Gas,45742.450805098866,8,3.422524811012361,15.349996009081536,60.14584752811618,42.86471558993917,8.217319406918515,227.6357314771329,4678.028367814422,0.443009544580211,79.38636823269118
70504847-7ea2-41b1-9642-38c5de851e5d,East Joanneville,167.5492820500196,Nuclear,5689.761382477369,45,3.154809845681012,30.813935512314714,54.873968385261264,19.511461387360672,39.77848694780294,85.99320771361795,695.310631159613,0.885949608253675,82.07458606627075
e38d66b5-f448-4f8d-8b23-56999de0f362,New Ericshire,736.4218041725137,Renewable,4521.277144512245,34,17.84545345424771,43.97639807961991,78.08919008461578,60.2836014667089,9.274321043930069,267.15989818974833,3996.339675906774,0.2870374420961,78.13797415347341
c3dc388f-aae0-4bf0-9249-5325d25b5939,Lake Christina,698.2382100524388,Nuclear,4611.81126012106,51,9.922188165139143,22.86877979561369,76.04677692559628,54.00476857890516,17.99328059497187,117.90023699417816,3500.8171989980438,0.269990224269723,71.52081520391215
e0e5eb86-e63f-4b76-b49f-0afaf836584a,Cunninghamstad,394.26473049212376,Coal,23019.318416447804,44,9.219299420076794,27.09220227312677,57.96998484318784,22.0701139919931,5.280028751159772,47.61160710566911,4313.603553597857,0.583714656702108,67.20331484629519
247e95f1-f1f1-47ec-b741-e659c71fbed5,Youngburgh,686.03844936876,Gas,1131.1854303953694,34,7.454513483404797,18.912695928007697,82.66048791693359,32.6474130446652,15.038548937233488,218.85494262400167,1214.569296429578,0.714965238592075,86.78009751657046
a7479ed8-cafc-47c3-b510-7d2ee6711d01,New Zoeshire,472.22416064368826,Gas,45804.74784084076,29,9.708276844452007,33.94723943565492,84.39899148149998,41.134308568991294,29.74445384107029,87.13180855546855,4056.4712050282724,0.448215072323164,72.26910746309747
760d70be-d037-4487-8a2c-8970b601156c,Amandafort,367.44311751909737,Gas,5423.770781047833,21,4.229557291825439,15.534426437271136,39.63668395621254,41.062884097419186,17.978778399024968,218.05962798700347,942.6838501464996,0.9824987577748,88.38333714448387
e5854beb-f79c-4c5f-ad31-30844d57eaea,West Joannmouth,407.31715773239574,Renewable,15683.851018650183,17,9.656153565329726,39.512028979448246,51.73509506011564,92.54110296789455,29.986429337092517,39.963376052223964,4537.5999549109565,0.664980903987297,60.77453186438957
d80e1068-8c4f-44ae-a4ac-c57d558884ea,East Lauriefurt,833.977534463891,Gas,,48,6.173302236848466,28.984806830103572,45.051041579144126,32.91609172850984,18.888483780874523,82.88819418798072,3536.645300954834,0.952114565753669,94.81083392509058
31a19add-0065-4e66-af60-6da7bc9861e1,Lake Gabrielleport,793.6827876219185,Coal,3253.884768801784,18,1.252001632105217,17.196493025200986,55.29811596476035,80.69019738140997,17.343925779314418,33.32515255065908,1285.2945454222026,0.442327263894793,69.36153137291502
c9a20b58-fb6e-4b97-94e3-4eea69e44de5,Markville,128.1841437831759,Coal,6300.3915085422195,41,3.78560759119889,27.866829478358547,83.80590468476913,16.727769986183596,23.349477034824886,75.25524337627203,2763.68446544424,0.169897100201067,94.66043977012004
94bceb88-65d6-4079-b938-1bde1685b6b2,South Reginabury,772.7012609145493,Coal,15423.701613248812,27,19.778683590504706,19.88392181622478,73.56875044691037,38.810872844938324,12.554948420408442,151.60952801671888,4547.192122613369,0.227236499688316,68.73578612590794
c425e20c-48b7-42b4-8f2e-a6a8e441c546,Lawrenceburgh,436.65693008784245,Coal,10613.650167081889,38,19.908207252668586,23.238692078666258,82.49173252928813,87.06416695988713,19.150383198875495,123.01728486706304,397.57093412200044,0.762369945820003,66.89565550590163
28906656-2b2e-4812-beef-4283d9598b18,North Paulhaven,800.7027630754875,Gas,2310.208076850627,50,4.729198512542672,17.069590044704306,81.31136373753921,95.88914113295878,20.70672279821082,114.20734179860503,2518.0761420538092,0.829011969211694,77.72784707875056
11a20a08-2076-4ac2-996d-461a73581b0c,Armstrongmouth,283.6999787186731,Gas,32036.86511794534,42,11.073399514386104,43.857520828718734,23.701116796931423,22.21147119954049,25.374021232493533,180.98187926776157,4338.695718894589,0.436832430551247,83.55210364866304
18d59a7e-2adc-44bf-a918-ce18a51704be,Nobleview,422.57282404261167,Coal,,16,14.769271564175018,16.13051300712391,65.28724715636537,13.437587646898198,26.618495196690407,136.27389753471505,3003.034942117408,0.888736078047443,82.33029869305896
